Assignment_3 
 Author: Cheng Chen Yang (ccy3); Yi Hsuan Liao (yhliao4)

Question1
  Storm ID      Name  Distance
  CP011959       DOT     12.96      9.39
  EP061959   UNNAMED     16.54     12.31
  EP071959   UNNAMED     10.94      8.49
  EP081959   UNNAMED      8.63      7.61
  EP091959   UNNAMED     23.01     10.03
  CP021959     PATSY     16.78      9.87
  EP101959   UNNAMED     11.88      7.11
  CP031959     WANDA     12.84     11.19
  EP111959   UNNAMED      6.94      5.70
  EP121959   UNNAMED     10.53      6.75
  EP011960   ANNETTE     12.64     10.21
  EP021960     BONNY      9.30      6.65
  EP031960   CELESTE     19.01     12.39
  EP041960     DIANA     17.21     13.69
  EP051960   ESTELLE     16.23      8.20
  EP061960  FERNANDA     14.63      8.57
  EP071960  HYACINTH     12.85      7.22
  EP011961       IVA     15.30      9.60
  EP021961    JOANNE      7.68      5.49
  EP031961  KATHLEEN      6.80      5.52
  EP041961      LIZA     17.91     13.90
  EP051961     NAOMI     10.01      6.70
  EP061961      ORLA      6.62      5.92
  EP071961   PAULINE     11.59     11.04
  EP081961   REBECCA     15.78     15.50
  EP101961      TARA     13.81      7.18
  EP011962   VALERIE     16.59     11.61
  EP021962     WILLA     12.61     10.62
  EP031962       AVA      9.15      7.31
  EP041962   UNNAMED      6.02      5.45
  EP051962   UNNAMED     20.04      9.30
  EP061962   BERNICE     10.38      5.57
  EP071962   CLAUDIA     12.42      8.37
  EP081962   UNNAMED      6.71      5.20
  EP091962    DOREEN     21.83     10.67
  EP011963     EMILY      9.19      6.66
  EP021963  FLORENCE     22.00     13.78
  EP031963    GLENDA      9.92      9.75
  CP011963   UNNAMED     30.25     16.29
  EP041963  JEN-KATH     21.72     11.17
  EP051963      IRAH     31.37     15.22
  EP061963   LILLIAN     12.28      5.92
  EP071963      MONA     33.47     18.69
  EP011964   NATALIE     20.90     14.83
  EP021964    ODESSA     13.38     10.77
  EP031964  PRUDENCE     13.65     10.63
  EP041964   ROSALYN      9.84      7.92
  EP051964    TILLIE      8.18      7.48
  EP011965  VICTORIA     16.79     10.35
  EP021965    WALLIE      9.17      7.60
  EP031965       AVA     10.84      8.78
  EP041965   BERNICE     19.21      9.81
  EP051965   CLAUDIA     17.97     13.05
  EP061965    DOREEN     15.03      9.71
  EP071965     EMILY     10.88      6.33
  EP081965  FLORENCE     13.78      8.06
  EP091965    GLENDA     13.06      7.09
  EP101965     HAZEL      8.81      5.99
  EP011966     ADELE      6.81      3.57
  EP021966    BLANCA     19.82     13.36
  EP031966    CONNIE     15.45      8.69
  EP041966   DOLORES     18.32      9.89
  EP051966    EILEEN     11.52      9.09
  EP061966 FRANCESCA     15.30      8.46
  EP071966  GRETCHEN     17.64      9.27
  EP081966     HELGA     12.45      8.17
  EP091966      IONE      9.27      8.47
  EP101966     JOYCE      9.77      5.39
  EP111966   KIRSTEN     21.54     10.12
  EP121966  LORRAINE      6.05      5.21
  EP131966    MAGGIE     15.06     11.30
  EP011967    AGATHA      9.74      6.57
  EP021967   BRIDGET      7.66      5.90
  EP031967  CARLOTTA     16.02      9.96
  EP041967    DENISE     23.18     14.45
  EP051967   ELEANOR     21.44     11.35
  EP061967  FRANCENE     20.66     15.11
  EP071967 GEORGETTE     13.91      8.97
  EP081967      ILSA     25.08     10.52
  EP091967     JEWEL     32.99     10.61
  EP101967   KATRINA     22.44     12.77
  EP111967      LILY     15.47     11.00
  CP011967     SARAH     22.15     13.72
  EP121967    MONICA      8.26      3.67
  EP131967   NANETTE     15.04      6.71
  EP141967    OLIVIA     13.74      5.63
  EP151967 PRISCILLA     15.29      9.98
  EP161967    RAMONA     14.98      7.39
  EP011968   ANNETTE     13.21      9.36
  EP021968     BONNY     14.97      8.79
  EP031968   CELESTE     13.53      9.81
  EP041968     DIANA     19.07     12.72
  EP051968   ESTELLE     23.75     12.06
  EP061968  FERNANDA     16.15     10.30
  EP071968      GWEN     19.23     14.44
  EP081968  HYACINTH     12.98      8.28
  EP091968       IVA     17.09     14.19
  EP101968    JOANNE     23.52     10.98
  EP111968  KATHLEEN     14.54     10.87
  EP121968      LIZA     15.90      8.02
  EP131968  MADELINE     12.41      9.60
  EP141968     NAOMI     37.48     12.12
  EP151968      ORLA     11.84      8.78
  EP161968   PAULINE     17.97      7.88
  EP171968   REBECCA     12.40      8.80
  EP181968    SIMONE      6.32      5.35
  EP191968      TARA     14.66     10.50
  EP011969       AVA     22.88      9.66
  EP021969   BERNICE     15.15      9.71
  EP031969   CLAUDIA     16.55     14.22
  EP041969    DOREEN      9.86      6.88
  EP051969     EMILY     15.70     13.62
  EP061969  FLORENCE     15.60      5.69
  EP071969    GLENDA     15.62     11.74
  EP081969   HEATHER      9.83      5.75
  EP091969      IRAH      6.82      3.85
  EP101969  JENNIFER     13.57      9.91
  EP011970     ADELE     22.71     10.83
  EP021970    BLANCA      4.93      3.27
  EP031970    CONNIE      6.98      5.21
  EP041970    EILEEN     16.04      8.72
  EP051970 FRANCESCA     17.19     10.68
  EP061970  GRETCHEN     14.09      5.12
  EP071970     HELGA      9.80      6.93
  EP081970    IONE-2     12.70      9.94
  EP091970    IONE-1     12.10      7.68
  EP101970     JOYCE      9.92      6.65
  EP111970   KRISTEN     15.07     10.75
  EP121970  LORRAINE     13.94     10.08
  EP131970    MAGGIE     14.94     10.90
  EP141970     NORMA     10.98      7.12
  CP011970       DOT     29.53     14.97
  EP151970    ORLENE      8.03      6.33
  EP161970  PATRICIA     16.01     11.54
  EP171970   ROSALIE     12.58      8.55
  EP181970     SELMA     10.01      5.69
  EP011971    AGATHA     13.98      8.43
  EP021971   BRIDGET     21.65     10.57
  EP031971  CARLOTTA     15.26     11.13
  EP041971    DENISE     18.78     12.49
  EP051971   ELEANOR     19.62     13.27
  EP061971 FRANCESCA     16.34     11.00
  EP071971 GEORGETTE     17.89      9.85
  EP081971    HILARY     13.82      7.41
  EP091971      ILSA     20.60      8.98
  EP101971     JEWEL     11.75      8.26
  EP111971   KATRINA     13.10     10.22
  EP121971      LILY     12.17      8.12
  EP131971    MONICA     12.13      5.72
  EP141971   NANETTE     13.33      9.62
  EP151971    OLIVIA     14.36      8.57
  EP161971 PRISCILLA     12.31      8.95
  EP171971    RAMONA     13.36      9.00
  EP181971    SHARON     10.91      8.02
  EP011972   ANNETTE     11.16      3.69
  EP021972     BONNY     13.97      8.44
  EP031972   CELESTE     17.88      8.99
  EP041972     DIANA     18.09     11.33
  EP051972   ESTELLE     17.59      9.48
  EP061972  FERNANDA     19.61     11.11
  EP071972      GWEN     14.62      8.53
  EP081972  HYACINTH     23.36     11.99
  EP091972       IVA     17.56      8.35
  CP011972      JUNE     13.50      9.54
  EP101972    JOANNE     15.47      9.55
  EP111972  KATHLEEN     18.52      9.74
  CP021972      RUBY     19.50      9.83
  EP121972      LIZA      8.91      6.83
  EP011973       AVA     19.10      9.06
  EP021973   BERNICE     15.47     11.40
  EP031973   CLAUDIA     11.07      5.81
  EP041973    DOREEN     23.71     10.71
  EP051973     EMILY     16.18      9.77
  EP061973  FLORENCE     14.45      9.30
  EP071973    GLENDA     13.92     10.93
  EP081973   HEATHER      6.17      5.06
  EP091973      IRAH     13.84      9.65
  EP101973  JENNIFER     16.38      8.99
  EP111973 KATHERINE     18.40     10.65
  EP121973   LILLIAN     13.15      9.48
  EP011974    ALETTA     11.95      9.87
  EP021974    BLANCA     11.52      7.89
  EP031974    CONNIE      9.43      4.56
  EP041974   DOLORES     12.73      7.30
  EP051974    EILEEN     11.00      6.67
  EP061974 FRANCESCA     15.10     10.65
  EP071974  GRETCHEN     21.00     12.62
  EP081974     HELGA     22.27     10.61
  EP091974      IONE     16.71      7.92
  CP011974     OLIVE     13.62     11.23
  EP101974     JOYCE     27.42      9.12
  EP111974   KIRSTEN     16.86      6.39
  EP121974  LORRAINE     16.32      7.53
  EP131974    MAGGIE      9.92      6.81
  EP141974     NORMA     13.98     10.01
  EP151974    ORLENE     21.38     12.71
  EP161974  PATRICIA     20.66     10.33
  EP171974   ROSALIE      9.81      6.16
  EP011975    AGATHA     13.74      7.64
  EP021975   BRIDGET     10.44      6.25
  EP031975  CARLOTTA     12.25      8.54
  EP041975    DENISE     18.73      7.70
  EP051975   ELEANOR     13.91      8.33
  EP061975  FRANCENE     17.26      9.07
  EP071975 GEORGETTE     12.15      8.86
  EP081975    HILARY     15.17     10.20
  EP091975      ILSA     18.18      9.80
  EP101975     JEWEL     14.93      9.65
  EP111975   KATRINA     14.00      8.56
  CP011975   UNNAMED     49.09     19.05
  EP121975      LILY     14.91     10.30
  EP131975    MONICA     11.81      7.60
  EP141975   NANETTE     13.28      8.26
  EP151975    OLIVIA     15.20      9.81
  EP161975 PRISCILLA     15.98      8.54
  EP011976   ANNETTE     12.50      5.51
  EP021976     BONNY     17.67     10.17
  EP031976   CELESTE     34.41     15.57
  EP041976     DIANA     21.91     15.07
  EP051976   ESTELLE     20.50     10.36
  EP061976  FERNANDA     14.66     10.16
  EP071976      GWEN     30.08     11.76
  EP081976  HYACINTH     30.57     13.35
  EP091976       IVA     16.11      9.48
  EP101976    JOANNE     16.44      9.75
  EP111976  KATHLEEN     30.97     16.02
  CP011976      KATE     10.35      4.81
  EP121976      LIZA     14.01      7.01
  EP131976  MADELINE     11.15      4.46
  EP141976     NAOMI     16.38      7.85
  EP011977       AVA     10.95      4.85
  EP021977   BERNICE     19.31     13.19
  EP031977   CLAUDIA     14.74     10.38
  EP041977    DOREEN     17.75      9.61
  EP051977     EMILY     15.32     11.57
  EP061977  FLORENCE     20.34     10.61
  EP071977    GLENDA     19.43     14.49
  EP081977   HEATHER     15.90     11.87
  EP011978    ALETTA      8.30      6.95
  EP021978       BUD     13.61     11.00
  EP031978  CARLOTTA     17.16      9.16
  EP041978    DANIEL     21.17     13.30
  EP051978    EMILIA     12.53     10.00
  EP061978      FICO     16.48      9.93
  EP071978     GILMA     16.03     11.28
  EP081978    HECTOR     19.53      9.95
  EP091978       IVA     10.83      7.76
  EP101978      JOHN     19.39      9.68
  EP111978    KRISTY     21.45     11.12
  EP121978      LANE     18.46     11.44
  EP131978    MIRIAM     20.02     14.77
  EP141978    NORMAN     18.68     12.15
  EP151978    OLIVIA     12.10      5.70
  EP161978      PAUL     12.99     10.69
  EP171978      ROSA     14.56      6.88
  CP011978     SUSAN     14.33      6.55
  EP181978    SERGIO     16.54     11.52
  EP011979    ANDRES     11.06      7.69
  EP021979    BLANCA     21.09     13.19
  EP031979    CARLOS     25.66     15.43
  EP041979   DOLORES     18.79     11.56
  EP051979   ENRIQUE     11.46      8.73
  EP061979      FEFA     19.33     13.31
  EP071979 GUILLERMO     14.74      5.85
  EP081979     HILDA     13.97     12.64
  EP091979   IGNACIO     14.30      7.58
  EP101979    JIMENA     11.59     10.12
  EP011980    AGATHA     13.42     10.26
  EP021980      BLAS      8.70      6.61
  EP031980     CELIA     12.92     11.17
  EP041980     DARBY     18.68     16.50
  EP051980   ESTELLE     13.46     12.45
  EP061980     FRANK      7.12      6.08
  EP071980 GEORGETTE     22.48     11.90
  EP081980    HOWARD     12.02      8.17
  EP091980      ISIS     11.77      7.13
  EP101980    JAVIER     12.24     10.12
  EP111980       KAY     18.66      9.74
  EP121980    LESTER     10.75      6.14
  EP131980  MADELINE     10.18      8.78
  EP141980    NEWTON     10.97      9.12
  EP011981    ADRIAN      7.24      5.35
  EP021981   BEATRIZ     11.22      9.75
  EP031981    CALVIN      9.61      7.27
  EP041981      DORA     13.74      9.57
  EP051981    EUGENE     14.44      9.65
  EP061981  FERNANDA     16.90     13.94
  EP071981      GREG     17.19      9.40
  EP081981    HILARY     15.47      8.05
  EP091981     IRWIN     18.35      9.05
  EP101981      JOVA     25.69     13.71
  EP111981      KNUT     15.04     12.97
  EP121981     LIDIA     12.96     11.15
  EP131981       MAX      5.53      4.07
  EP141981     NORMA     12.82      7.63
  EP151981      OTIS     15.06      6.89
  EP011982    ALETTA      4.90      3.20
  EP021982       BUD      7.86      6.77
  EP031982  CARLOTTA     19.35      7.82
  EP041982    DANIEL     19.23     10.42
  EP051982    EMILIA     14.92     11.80
  EP061982     FABIO     13.65      9.37
  EP071982     GILMA     21.05     15.67
  EP081982    HECTOR     15.91     12.29
  EP091982       IVA     11.66      8.91
  EP101982      JOHN     18.57     10.99
  EP111982    KRISTY     22.16     12.41
  EP121982      LANE     16.07     12.17
  EP131982    MIRIAM     37.03     16.06
  CP011982     AKONI     16.56      8.72
  EP141982    NORMAN     12.47      6.86
  CP021982       EMA     11.05      4.56
  CP031982      HANA     11.24      4.14
  EP151982    OLIVIA     19.24     11.17
  EP161982      PAUL     18.15      7.16
  EP171982      ROSA      7.00      4.91
  EP181982    SERGIO     15.38     10.84
  EP191982      TARA     17.47     11.60
  CP041982       IWA     33.08     11.30
  EP011983    ADOLPH     12.29      8.62
  EP021983   BARBARA     12.39      7.56
  EP031983     COSME     16.20      9.01
  EP041983   DALILIA     15.81     10.99
  EP051983     ERICK     16.88     11.21
  EP061983   FLOSSIE     11.27      8.48
  EP071983       GIL     21.30     14.31
  EP081983 HENRIETTE     14.71     11.88
  EP091983    ISMAEL     13.75      8.97
  EP101983  JULIETTE     12.06      7.47
  EP111983      KIKO     10.38      6.49
  EP121983    LORENA     12.00      8.04
  EP131983    MANUEL     13.62      8.97
  EP141983     NARDA     19.22     12.00
  EP151983    OCTAVE     14.23      8.19
  EP161983 PRISCILLA     13.46      8.85
  EP171983   RAYMOND     25.49     11.18
  EP181983     SONIA     15.03     11.17
  EP191983      TICO     18.30      7.12
  EP201983     VELMA      8.93      6.91
  EP211983    WINNIE     13.93      3.86
  EP011984      ALMA     15.94     13.30
  EP021984     BORIS      8.86      3.86
  EP031984  CRISTINA      9.80      6.13
  EP041984   DOUGLAS     12.53      9.06
  EP051984     ELIDA     22.30      7.45
  EP061984    FAUSTO     14.74      6.39
  EP071984 GENEVIEVE     13.30      7.46
  EP081984    HERNAN      9.78      7.87
  EP091984    ISELLE     13.51      8.80
  EP101984     JULIO      9.58      5.15
  CP011984      KELI     17.25     11.72
  EP111984     KENNA     13.84      6.61
  EP121984      LALA     19.34      8.76
  EP131984    LOWELL     15.57     11.43
  CP021984      MOKE     11.80     11.07
  EP141984     MARIE     12.84      9.55
  EP151984   NORBERT     13.45      6.79
  EP161984     ODILE     13.43      5.57
  EP171984      POLO     14.58      8.62
  EP181984    RACHEL     10.84      6.59
  EP191984     SIMON     16.79     10.96
  EP011985    ANDRES     17.36     10.77
  EP021985    BLANCA     10.60      7.81
  EP031985    CARLOS     12.58      4.31
  EP041985   DOLORES     15.10     10.32
  EP051985   ENRIQUE     14.88     10.19
  EP061985      FEFA     13.51      8.27
  EP071985 GUILLERMO     20.06     15.44
  EP081985     HILDA     10.64      8.85
  EP091985   IGNACIO     16.62      9.97
  EP101985    JIMENA     14.80      8.60
  EP111985     KEVIN     12.16      8.91
  EP121985     LINDA     16.34      8.80
  EP131985     MARTY     12.23      8.97
  EP141985      NORA     13.86     11.68
  EP151985      OLAF     18.83      9.17
  EP161985   PAULINE     16.21      9.90
  EP171985      RICK     14.73     10.29
  EP181985    SANDRA     15.21      9.56
  EP191985     TERRY     17.11      8.08
  EP201985    VIVIAN      6.32      2.78
  EP211985     WALDO     17.77     11.56
  CP011985      NELE     17.98      9.73
  EP221985      XINA     11.82      5.76
  EP011986    AGATHA      9.42      6.15
  EP021986      BLAS     14.00     12.04
  EP031986     CELIA     15.55      9.69
  EP041986     DARBY     12.70      9.31
  EP051986   ESTELLE     20.39     12.94
  EP061986     FRANK     19.70     13.43
  EP071986 GEORGETTE     35.70     22.23
  EP081986    HOWARD     16.72     14.87
  EP091986      ISIS     14.59     12.73
  EP101986    JAVIER     16.22     10.10
  EP111986       KAY     14.25      7.66
  EP121986    LESTER     11.38      9.12
  EP131986  MADELINE     17.90     11.70
  EP141986    NEWTON     14.50     10.42
  EP151986    ORLENE      6.79      5.72
  EP161986     PAINE     23.98     13.70
  EP171986    ROSLYN     15.87     11.34
  EP011987    ADRIAN     11.94      9.13
  EP021987   BEATRIZ     16.88     11.10
  EP031987    CALVIN     16.60     11.59
  EP041987      DORA     13.14      8.23
  EP051987    EUGENE     13.91      8.43
  EP061987  FERNANDA     13.75     10.03
  EP071987      GREG     12.51      9.41
  EP081987    HILARY     13.04      9.68
  EP091987     IRWIN     12.23      8.64
  EP101987      JOVA     20.45     10.82
  CP011987       OKA     14.10     10.44
  EP111987      KNUT     14.79     12.70
  EP121987     LIDIA     13.52      8.78
  EP131987       MAX     18.92      9.55
  EP141987     NORMA     11.09      5.17
  EP151987      OTIS     16.30      8.12
  CP021987      PEKE     11.12      6.94
  EP161987     PILAR      8.03      6.09
  EP171987     RAMON     11.93      8.10
  EP181987     SELMA     16.97     10.24
  EP011988    ALETTA      6.48      4.56
  EP021988       BUD     12.55     11.60
  EP031988  CARLOTTA     12.58      9.29
  EP041988    DANIEL     13.61      8.74
  EP051988    EMILIA      9.07      7.55
  EP061988     FABIO     12.64      8.97
  EP071988     GILMA     18.67      9.30
  EP081988    HECTOR     15.72     11.40
  EP091988       IVA     16.84      8.10
  EP101988      JOHN      9.24      5.16
  CP011988     ULEKI     18.86      8.46
  EP111988    KRISTY     12.73      6.16
  CP021988      WILA     10.39      6.29
  EP121988      LANE     14.85     11.23
  EP131988    MIRIAM     13.63      8.14
  EP141988   UNNAMED     11.44      5.48
  EP151988   UNNAMED      6.27      4.27
  EP161988   UNNAMED     11.95      7.82
  EP171988   UNNAMED     17.04      6.27
  EP181988   UNNAMED     11.99      5.67
  EP191988   UNNAMED     10.81      3.15
  EP201988   UNNAMED     15.15     10.28
  EP011989    ADOLPH     16.68      9.51
  EP021989   BARBARA      9.17      5.80
  EP031989     COSME     21.94      9.17
  EP041989   UNNAMED     16.41     12.86
  EP051989   UNNAMED     19.85     11.14
  EP061989   DALILIA     31.09     13.66
  EP071989   UNNAMED     24.46     16.97
  EP081989     ERICK     26.29     20.36
  EP091989   FLOSSIE     12.71      9.05
  EP101989       GIL     15.43      8.37
  EP111989 HENRIETTE     14.93     11.79
  EP121989    ISMAEL     13.71      9.50
  EP131989  JULIETTE      9.14      5.12
  EP141989      KIKO      7.46      4.75
  EP151989    LORENA     15.88      6.88
  EP161989    MANUEL     12.17     10.26
  EP171989     NARDA     15.56     11.44
  EP181989    OCTAVE     12.78      8.80
  EP191989 PRISCILLA     11.94      8.09
  EP201989   UNNAMED      5.84      3.29
  EP211989   RAYMOND     28.54      8.59
  EP221989   UNNAMED     18.25      7.16
  EP231989   UNNAMED      0.00      0.00
  EP241989   UNNAMED     15.70      4.95
  EP011990      ALMA     15.72     11.61
  EP021990     BORIS     20.49     10.41
  EP031990  CRISTINA     11.01      5.40
  EP041990   DOUGLAS      6.86      6.17
  EP051990     ELIDA     15.29     11.19
  EP061990   UNNAMED     20.48      9.53
  EP071990    FAUSTO     12.85      9.56
  EP081990 GENEVIEVE     14.55      9.71
  EP091990    HERNAN     10.28      7.72
  EP101990    ISELLE     17.03      7.44
  CP011990       AKA     33.88     13.88
  EP111990   UNNAMED      7.69      4.19
  EP121990   UNNAMED     14.09     11.65
  EP131990     JULIO     18.13     12.47
  EP141990     KENNA     12.90      8.46
  EP151990    LOWELL     14.43     11.26
  EP161990     MARIE     11.92      7.27
  EP171990   NORBERT     15.87      6.79
  EP181990   UNNAMED     16.60     12.67
  EP191990     ODILE     13.51      8.70
  EP201990      POLO     11.55      8.92
  EP211990    RACHEL     53.76     11.94
  EP221990     SIMON     12.76      9.90
  EP231990     TRUDY     18.83      5.27
  EP241990     VANCE      9.99      5.74
  EP011991    ANDRES      4.41      2.57
  EP021991    BLANCA     14.69      9.58
  EP031991    CARLOS     15.20      9.16
  EP041991   DELORES     12.38      6.12
  EP051991   UNNAMED      9.08      8.01
  EP061991   ENRIQUE     18.75     11.89
  EP071991      FEFA     16.19     12.14
  EP081991 GUILLERMO     17.97     13.01
  EP091991     HILDA     22.81     11.77
  EP101991   UNNAMED      7.10      5.72
  EP111991   IGNACIO     10.01      5.03
  EP121991    JIMENA     11.74      7.75
  EP131991     KEVIN     13.00      7.94
  EP141991     LINDA     10.44      6.37
  EP151991     MARTY     13.56      7.74
  EP161991      NORA     18.17      8.67
  CP011992     EKEKA     20.27     11.62
  CP021992      HALI      7.04      4.07
  EP011992    AGATHA      9.01      5.34
  EP021992   UNNAMED      6.93      6.41
  EP031992      BLAS     10.07      9.39
  EP041992     CELIA     13.68      8.76
  EP051992     DARBY     19.80     12.10
  EP061992   ESTELLE     10.80      8.29
  EP071992     FRANK     15.87     10.06
  EP081992 GEORGETTE     23.92     13.11
  EP091992    HOWARD     15.76     10.66
  EP101992      ISIS     13.05      9.99
  EP111992    JAVIER     19.67     11.28
  EP121992   UNNAMED     11.30      9.02
  EP131992       KAY     16.17     14.38
  EP141992    LESTER     22.46     13.13
  EP151992  MADELINE     20.34     12.42
  EP161992    NEWTON     18.40     14.71
  EP171992    ORLENE     19.01     11.37
  EP181992     INIKI     28.43     14.88
  EP191992     PAINE     16.22      6.05
  EP201992    ROSLYN     17.25      6.46
  EP211992   SEYMOUR     11.06      6.16
  EP221992      TINA     14.97      6.30
  EP231992    VIRGIL     14.64      5.99
  EP241992  WINIFRED     20.86     10.03
  EP251992    XAVIER     12.85     11.66
  EP261992   YOLANDA     19.89     13.62
  EP271992      ZEKE     10.10      6.49
  CP031992   UNNAMED     22.20     11.17
  EP011993    ADRIAN      7.15      3.24
  EP021993   BEATRIZ     11.12      6.53
  EP031993   UNNAMED     17.81      9.88
  EP041993    CALVIN     20.84     10.23
  EP051993      DORA     16.26     10.52
  EP061993    EUGENE     25.56     12.84
  CP011993     KEONI     15.81      8.70
  EP071993  FERNANDA     19.52     13.42
  EP081993      GREG     12.48      7.12
  EP091993    HILARY     12.03      7.33
  EP101993     IRWIN     17.74     14.72
  EP111993      JOVA     13.26      8.47
  EP121993   KENNETH     10.65      7.03
  EP131993     LIDIA     32.35     14.20
  EP141993   UNNAMED     16.89      7.35
  EP151993       MAX     13.97      4.84
  EP161993     NORMA     11.51      7.58
  EP171993   UNNAMED     12.47      9.59
  EP011994    ALETTA     16.30      9.40
  EP021994       BUD     20.31     10.98
  EP031994  CARLOTTA     13.97     10.08
  EP041994    DANIEL     17.11     12.96
  EP051994    EMILIA     15.11     10.43
  EP061994     FABIO     19.21     13.92
  EP071994     GILMA     20.74     14.14
  EP081994        LI     17.88     10.05
  EP091994    HECTOR     12.91      9.58
  CP011994   UNNAMED     14.56      9.58
  EP111994    ILEANA     17.12     12.30
  EP101994      JOHN     32.37     10.06
  EP121994   UNNAMED     18.22     10.24
  EP131994    KRISTY     18.77     13.58
  EP141994      LANE     14.33     12.23
  CP021994      MELE     15.78     11.69
  EP151994    MIRIAM     13.50     10.17
  EP161994    NORMAN     14.59      9.33
  EP171994    OLIVIA     10.93      7.41
  EP181994      PAUL      8.67      4.66
  EP191994      ROSA     33.90      6.84
  CP031994      NONA     20.23      7.16
  EP011995   UNNAMED     18.56     15.97
  EP021995    ADOLPH      6.64      4.50
  EP031995   BARBARA     16.21      9.91
  EP041995     COSME     12.42      8.64
  EP051995    DALILA     13.54      6.15
  EP061995     ERICK     12.63      5.78
  EP071995   FLOSSIE     12.57      6.88
  EP081995       GIL     17.45      8.54
  EP091995 HENRIETTE     14.02      9.51
  EP101995    ISMAEL     22.02     13.36
  EP111995  JULIETTE     11.08      5.35
  EP011996   UNNAMED     13.09      9.22
  EP021996   UNNAMED      7.81      4.66
  EP031996      ALMA      7.08      4.05
  EP041996     BORIS     12.83      7.94
  EP051996  CRISTINA     15.12     12.67
  EP061996   UNNAMED      5.74      4.49
  EP071996   DOUGLAS     18.57     12.51
  EP081996     ELIDA     12.78      5.56
  CP011996   UNNAMED     14.84     10.23
  EP091996    FAUSTO     19.08     10.06
  EP101996 GENEVIEVE     10.56      4.18
  EP111996    HERNAN     20.92      7.60
  EP121996   UNNAMED     18.54     10.43
  EP011997    ANDRES     11.95      5.96
  EP021997    BLANCA     15.62     14.05
  EP031997   UNNAMED     16.78     12.26
  EP041997    CARLOS     10.62      9.81
  EP051997   UNNAMED      9.88      7.84
  EP061997   DOLORES     14.50     12.41
  EP071997   ENRIQUE     17.10     14.47
  EP081997   FELICIA     23.88     12.89
  CP011997   UNNAMED     14.92     10.12
  EP091997 GUILLERMO     19.93     11.34
  EP101997     HILDA     14.38      8.77
  EP111997   IGNACIO     16.99     13.33
  EP121997    JIMENA     14.18      7.67
  CP021997     OLIWA     23.14      9.59
  EP131997     KEVIN     12.48     11.12
  EP141997     LINDA     12.51      7.74
  EP151997     MARTY      5.84      3.52
  EP161997      NORA     23.02      7.58
  EP171997      OLAF     13.54      7.16
  CP031997   UNNAMED     19.11     15.87
  EP181997   PAULINE     15.16      7.20
  CP041997   UNNAMED     19.99     13.00
  EP191997      RICK     23.89     10.24
  CP051997      PAKA     17.46      7.12
  EP011998    AGATHA     18.74      9.45
  EP021998   UNNAMED     14.78     10.47
  EP031998      BLAS     13.37     11.04
  EP041998     CELIA     17.29     10.89
  EP051998     DARBY     15.74     11.84
  EP061998   ESTELLE     14.59     11.67
  EP071998     FRANK     12.62      9.78
  EP081998 GEORGETTE     14.44      8.93
  CP011998   UNNAMED     17.47     10.00
  EP091998    HOWARD     13.15      9.80
  EP101998      ISIS     11.96      8.92
  EP111998    JAVIER     10.76      5.14
  EP121998   UNNAMED      4.09      2.48
  EP131998       KAY      7.64      4.92
  EP141998    LESTER     10.11      5.77
  EP151998  MADELINE     10.83      4.70
  EP011999    ADRIAN     14.47      8.54
  EP021999   BEATRIZ     15.14     10.07
  EP031999   UNNAMED     16.12     12.62
  EP041999   UNNAMED     21.45     15.85
  EP051999    CALVIN     11.87     10.17
  EP061999   UNNAMED      8.43      7.72
  EP071999      DORA     19.31     13.30
  EP081999    EUGENE     14.98     11.03
  EP091999   UNNAMED     12.69      7.52
  EP101999  FERNANDA     14.45      8.45
  EP111999   UNNAMED     11.60      7.59
  EP121999      GREG     10.33      5.19
  EP131999    HILARY     12.29      7.89
  EP141999     IRWIN      9.52      7.10
  EP012000    ALETTA     11.42      5.03
  EP022000       BUD     10.49      5.84
  EP032000  CARLOTTA     14.38      9.84
  EP042000   UNNAMED     12.72     10.30
  CP012000     UPANA     19.78     15.20
  EP052000   UNNAMED     19.91     15.15
  EP062000    DANIEL     19.20     13.77
  EP072000    EMILIA     12.57      9.84
  EP082000     FABIO     12.65      8.14
  EP092000     GILMA     11.30      8.07
  EP102000    HECTOR     15.07      8.79
  EP112000    ILEANA     11.05      9.29
  CP022000      WENE     14.53     12.30
  EP122000      JOHN      6.08      3.57
  EP132000    KRISTY      8.06      3.70
  EP142000      LANE     15.98      9.40
  EP152000    MIRIAM     13.25      6.99
  EP162000    NORMAN     12.10      7.46
  EP172000    OLIVIA      9.87      5.39
  EP182000      PAUL     17.69     13.38
  EP192000      ROSA     16.64      7.84
  EP012001    ADOLPH     11.05      5.51
  EP022001   BARBARA     20.03     13.91
  EP032001     COSME     17.39     11.17
  EP042001     ERICK     13.35      9.97
  EP052001    DALILA     15.23      9.48
  EP062001   UNNAMED     11.98      8.49
  EP072001   FLOSSIE     12.82      5.84
  EP082001       GIL     22.49      8.86
  EP092001 HENRIETTE     22.38     16.03
  CP012001   UNNAMED     18.52     13.90
  EP102001       IVO     18.34     11.70
  EP112001  JULIETTE     17.08      7.21
  EP122001      KIKO     11.84      8.41
  CP022001   UNNAMED     29.55     15.96
  EP132001    LORENA     13.18      9.41
  EP142001   UNNAMED      8.81      7.15
  EP152001    MANUEL     14.44      8.75
  EP162001     NARDA     16.39     11.66
  EP172001    OCTAVE     11.97      8.15
  EP012002      ALMA     12.91      6.46
  EP022002     BORIS      7.82      2.83
